Player_ID,Player_Name,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,FirstTouch,FreeKickTaking,Heading,LongShots,LongThrows,Marking,PassingSkill,PenaltyTaking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,OffTheBall,Positioning,Teamwork,WorkRate,Acceleration,Agility,Balance,JumpingReach,NaturalFitness,Pace,Stamina,Strength,Stability,Height,LeftFoot,RightFoot,PlayerValue,Salary,RentalClub,BirthDate
3029,Sebastian Griesbeck,31,126,127,10,388,7,7,7,9,12,6,14,7,9,13,12,7,14,10,16,14,16,16,15,8,13,14,6,14,12,15,17,17,11,10,13,13,13,13,15,13,13,191,10,20,1173864,8000,,1990-10-03
3030,Eduard Lowen,25,126,135,10,227,10,9,10,9,12,13,14,13,10,12,14,13,12,13,12,15,15,14,11,12,10,14,13,9,13,11,12,10,11,11,15,14,11,12,12,16,10,188,12,20,4581668,25094,,1997-01-28
3031,Haris Belkebla,28,126,127,25,228,10,10,12,10,14,9,8,10,7,11,14,9,14,13,15,14,15,13,14,13,13,14,12,13,12,12,14,16,12,11,15,8,15,11,17,11,13,177,7,20,2567265,6898,,1994-01-28
3032,Brendan Chardonnet,27,126,127,2,228,4,7,10,6,12,6,14,7,6,14,11,9,13,12,11,12,14,13,14,10,13,13,8,12,8,14,14,14,11,12,14,13,14,12,14,15,13,183,8,20,3267021,11323,,1994-12-22
3033,Romain Thomas,34,126,132,2,428,4,8,8,9,10,6,14,7,8,14,12,6,14,11,12,14,14,13,14,12,12,14,6,12,10,14,13,12,10,11,15,16,12,11,14,14,13,193,20,8,347975206,12701,,1988-06-12
3034,Felix Agu,22,126,145,10,196,8,11,12,8,14,6,9,8,14,12,10,8,12,13,14,10,11,11,10,8,9,12,8,7,13,10,13,15,15,14,11,11,16,15,14,10,13,180,12,20,4674999,12997,,1999-09-27
3035,Alex Corredera,26,126,139,13,341,13,12,14,11,15,13,5,12,7,7,16,12,8,15,11,12,12,14,13,15,14,15,13,9,13,11,14,13,12,13,11,9,12,12,13,9,14,178,20,8,2349953,7715,,1996-03-19
3036,Diego Reyes,29,126,138,42,78,7,8,9,7,12,7,13,9,10,14,12,11,14,12,9,12,13,12,11,12,12,14,8,12,11,14,14,13,11,12,12,15,10,13,11,11,11,189,11,20,692341,11030,,1992-09-19
3037,Jonathan Osorio,30,126,126,24,52,11,11,14,12,13,10,8,11,7,12,13,9,11,13,11,11,12,11,11,12,12,15,12,12,13,10,14,15,12,14,14,7,12,13,14,10,14,176,11,20,3508676,19898,,1992-06-12
3038,Erik Botheim,22,126,147,5,197,7,11,11,13,14,10,13,10,6,5,12,13,5,15,9,12,12,14,12,13,12,15,14,10,13,7,12,13,11,12,13,13,14,12,13,13,13,183,20,15,5127999,18468,,2000-01-10
3039,Dylan Bronn,27,126,132,74,197,6,8,7,9,10,8,14,6,5,14,11,14,14,11,14,13,14,13,13,9,12,14,5,12,8,13,13,14,12,11,14,13,11,13,14,14,12,186,10,20,2621506,18468,,1995-06-19
3040,Flavius Daniliuc,21,126,157,20,197,6,7,12,6,12,5,13,7,11,13,14,7,15,12,14,13,13,10,10,12,13,15,11,6,8,13,15,13,13,11,13,13,16,13,13,15,14,188,13,20,9339999,12466,,2001-04-27
3041,Matheus Henrique,24,126,139,11,53,5,6,15,9,15,8,10,12,9,10,14,9,12,15,14,13,13,12,11,14,12,14,13,6,14,13,15,15,13,14,13,9,14,14,13,10,11,175,8,20,7609044,10961,,1997-12-19
3042,Mert Muldur,23,126,142,38,53,4,10,12,7,13,5,12,7,10,11,12,5,13,13,14,11,12,11,9,11,12,16,10,9,12,13,13,13,14,13,14,12,13,15,13,13,11,188,14,20,3677675,9807,,1999-04-03
3043,Mauricio Isla,34,126,146,57,168,11,15,11,9,14,8,8,9,12,13,13,10,12,15,14,13,14,13,11,13,13,13,10,12,14,12,14,15,11,12,14,8,14,12,13,13,11,176,10,20,347975206,7944,,1988-06-12
3044,Toni Lato,24,126,148,13,19,7,12,13,10,12,7,8,6,10,12,13,10,13,12,12,12,12,10,12,12,12,12,12,8,12,12,13,15,15,14,12,7,14,14,14,9,12,173,20,8,2222776,8119,,1997-11-21
3045,Yunus Musah,19,126,160,36,19,11,12,13,11,14,11,11,10,11,11,11,11,12,13,15,13,12,13,13,13,14,16,11,11,12,13,14,13,14,14,13,10,15,13,13,14,14,178,8,20,65100001,10000,,2002-11-29
3046,Luis Perez,27,126,135,13,143,7,11,11,7,12,5,6,7,13,14,10,8,13,12,13,13,15,12,13,10,12,14,11,10,14,13,14,16,14,13,12,9,13,14,15,11,13,178,10,20,2220334,7258,,1995-02-04
3047,Zouhair Feddal,32,126,143,26,143,8,8,10,7,10,9,14,9,10,14,13,5,13,12,16,14,14,13,12,12,13,14,10,13,12,14,14,12,11,10,15,16,14,11,11,14,15,192,20,7,879861,7258,,1989-12-23
3048,Ivan Sanchez,29,126,145,13,143,13,14,16,11,15,14,7,8,6,8,13,10,7,15,8,11,11,10,12,15,12,13,12,8,16,8,12,12,14,11,10,9,10,13,11,7,9,171,20,10,2607408,7258,,1992-09-23
3049,Jaouad El Yamiq,30,126,135,26,143,4,8,6,5,11,4,14,8,7,14,11,8,15,11,14,12,15,11,12,10,11,12,8,12,8,15,14,11,12,12,13,16,15,14,13,14,14,190,7,20,2115848,10672,,1992-02-29
3050,Pep Chavarria,24,126,136,13,73,11,13,13,5,13,8,8,7,9,12,12,7,13,13,12,10,13,13,11,11,13,6,9,10,13,11,13,13,15,15,12,11,14,15,14,9,13,174,20,7,2220334,7258,,1998-04-10
3051,Deiber Caicedo,22,126,139,18,169,12,12,14,12,12,13,8,12,9,6,11,8,7,14,10,12,10,13,12,11,12,13,13,3,14,9,13,13,14,13,13,5,12,13,13,10,15,166,8,20,4990926,6420,,2000-03-25
3052,Mattia Aramu,27,126,133,19,429,14,11,13,13,13,15,9,15,5,4,14,12,7,13,11,9,10,11,12,13,11,13,15,13,14,8,13,11,13,13,12,8,13,13,15,12,14,180,20,9,3026060,1930,411,1995-05-14
3053,Denis Cheryshev,31,126,140,54,429,12,13,14,13,13,10,11,13,8,8,12,12,12,14,15,13,14,12,12,11,10,12,12,9,16,10,13,14,14,12,13,12,11,13,13,11,13,179,20,8,2649825,16835,,1990-12-26
3054,Gerrit Holtmann,27,126,129,106,317,10,11,13,11,12,9,5,12,10,8,10,9,10,13,14,9,10,8,10,9,8,11,15,5,12,8,10,14,17,14,10,10,13,17,12,8,12,185,20,8,2515303,9588,,1995-03-25
3055,Danilo Soares,30,126,134,11,317,8,15,12,6,12,7,10,8,12,12,13,8,15,13,14,13,14,13,10,12,11,14,12,8,11,11,12,15,14,15,15,7,10,12,13,10,15,170,20,11,2148593,7499,,1991-10-29
3056,Bartol Franjic,22,126,146,9,94,4,10,12,8,12,6,12,9,10,12,13,12,13,12,13,12,16,12,12,12,12,16,10,14,11,12,18,16,12,10,12,12,15,13,15,13,13,186,20,12,7332001,16958,,2000-01-14
3057,Aster Vranckx,19,126,160,1,94,11,9,13,11,12,12,8,11,4,12,13,7,14,14,15,13,14,12,12,12,12,16,13,12,14,12,15,16,12,12,12,11,14,12,13,12,13,183,13,20,70880000,28766,11,2002-10-04
3058,Goncalo Paciencia,27,126,132,12,32,8,9,15,11,15,10,14,12,5,7,13,15,7,14,9,13,12,10,11,13,10,11,14,8,12,7,10,12,11,14,15,13,12,14,12,16,11,184,12,20,2968361,7029,,1994-08-01
3059,Ivan Martin,23,126,144,13,27,12,14,15,12,14,12,10,10,8,11,12,12,12,15,10,12,13,12,11,14,13,16,12,11,12,13,8,13,13,12,11,9,12,13,12,12,20,178,20,8,4372600,8741,97,1999-02-14
3060,Craig Cathcart,33,126,139,52,80,3,4,8,10,12,4,14,4,7,14,11,4,14,12,11,14,13,12,13,8,12,15,5,11,11,16,12,14,11,9,13,14,15,11,15,13,13,188,13,20,1210295,14673,,1989-02-06
3061,Yaser Asprilla,18,126,170,18,80,11,12,14,11,12,11,8,11,4,5,13,9,6,13,13,11,12,12,11,12,12,10,13,6,13,5,11,13,13,12,10,12,13,13,13,11,13,185,20,15,15700641,5800,,2003-11-19
3062,Christian Kabasele,31,126,145,1,80,6,8,9,10,12,8,14,12,10,11,10,10,12,11,12,14,14,12,10,9,11,13,8,10,12,13,12,14,14,12,15,15,12,15,12,15,12,188,10,20,3711202,19139,,1991-02-24
3063,Tom Cleverley,32,126,145,6,80,13,13,10,10,13,13,6,12,9,9,13,8,12,13,14,12,13,14,15,12,11,18,8,15,13,10,16,16,12,14,10,7,17,11,15,8,13,175,13,20,1885954,24242,,1989-08-12
3064,Daniel Bachmann,28,126,130,20,80,3,3,1,1,7,5,6,1,1,3,10,4,2,10,11,11,13,13,13,10,12,7,5,9,3,11,12,11,11,13,15,15,6,10,10,14,13,191,11,20,3775061,9279,,1994-07-09
3065,John Swift,27,126,135,6,248,14,11,12,12,16,14,8,12,6,8,15,12,7,12,10,13,10,14,12,14,13,10,14,13,14,10,12,13,11,12,13,9,16,11,14,10,14,184,12,20,5900436,27838,,1995-06-23
3066,Alexey Sutormin,28,126,128,54,66,11,10,10,13,11,11,13,12,8,6,13,12,13,12,9,12,9,11,13,11,11,16,10,6,12,11,13,13,14,12,13,13,10,13,13,12,14,188,13,20,2349576,29489,,1994-01-10
3067,Mikhail Kerzhakov,35,126,126,54,66,5,1,3,1,8,7,1,2,2,3,14,1,1,8,10,11,13,13,13,12,10,17,10,12,1,12,13,13,12,13,10,15,15,11,11,12,13,191,10,20,721311,29489,,1987-01-28
3068,Sebastian Andersson,31,125,131,40,100,6,7,9,13,11,7,16,9,5,6,9,12,7,10,12,14,16,13,14,10,15,12,10,12,13,7,16,14,11,12,15,17,13,11,15,15,14,190,10,20,975707,42192,,1991-07-15
3069,Luca Kilian,22,125,138,10,100,4,7,6,8,11,5,15,7,11,14,12,9,13,10,14,12,16,10,13,8,11,12,6,9,9,13,15,12,12,8,12,15,13,16,13,15,15,192,13,20,4674999,5499,,1999-09-01
3070,Kevin Mohwald,29,125,134,10,109,16,16,13,10,14,13,8,14,7,9,15,10,10,15,11,12,11,12,10,14,10,9,13,10,13,12,13,12,13,12,11,11,10,12,14,12,15,183,10,20,1826971,14383,,1993-07-03
3071,Kevin Behrens,31,125,129,10,109,7,6,9,12,12,5,13,9,5,7,11,10,6,11,13,12,16,11,11,13,12,14,11,12,14,7,15,15,13,12,15,15,12,13,15,16,13,183,10,20,1317496,6999,,1991-02-03
3072,Keita Endo,24,125,135,50,109,8,11,15,10,13,7,6,7,4,6,12,8,4,13,10,9,8,10,9,13,10,10,12,8,12,8,13,12,15,17,8,9,10,15,13,8,9,175,13,20,2058519,10000,494,1997-11-22
3073,Rick van Drongelen,23,125,142,7,109,4,8,13,7,10,5,10,8,12,13,12,8,16,11,14,13,17,12,9,11,12,17,9,14,8,11,10,15,12,13,15,12,15,15,14,16,14,187,20,9,3794296,10000,744,1998-12-20
3074,Ronael Pierre-Gabriel,24,125,135,2,154,6,11,13,6,11,6,7,6,15,13,12,7,15,12,15,12,16,12,12,11,12,15,11,8,12,13,13,15,14,12,15,8,13,14,14,15,12,177,7,20,2366661,21095,191,1998-06-13
3075,Aymen Barkok,24,125,135,26,154,13,11,15,11,14,13,7,12,6,9,13,12,11,16,15,11,13,12,9,13,10,11,16,5,12,9,12,12,13,13,12,12,13,15,12,12,11,189,11,20,2773094,12466,,1998-05-21
3076,Lucas Andersen,27,125,145,23,430,14,13,16,12,16,15,7,12,11,4,14,13,6,16,10,14,7,12,9,14,11,10,16,14,13,6,12,11,11,15,10,9,10,11,11,7,8,180,13,20,2540872,10755,,1994-09-13
3077,Mattia Caldara,28,125,142,19,11,4,4,6,9,11,4,15,6,11,14,13,8,13,11,12,13,11,12,12,10,12,14,7,12,7,15,13,13,12,11,12,15,9,11,12,14,10,187,10,20,1257223,78269,166,1994-05-05
3078,Malick Thiaw,20,125,159,10,11,2,7,11,7,12,3,13,7,4,13,13,10,14,12,14,12,13,13,13,12,11,16,12,12,8,13,12,12,13,11,14,16,15,13,12,13,15,194,13,20,16030000,19808,,2001-08-08
3079,Aleksa Terzic,22,125,142,21,54,12,12,12,7,12,10,11,8,8,12,12,10,13,12,10,12,13,11,13,11,13,12,7,7,12,13,13,14,14,12,12,13,14,14,13,12,12,184,20,9,3629998,7307,,1999-08-17
3080,Kevin Rodrigues,28,125,135,12,275,13,13,13,11,13,13,6,13,8,12,13,11,12,14,13,13,13,12,13,12,12,10,13,11,12,13,15,13,14,14,15,6,13,14,13,9,13,170,20,8,5467595,14999,,1994-03-05
3081,Ertac Ozbir,32,125,130,38,275,3,1,2,1,6,7,8,2,2,3,9,4,1,8,13,13,15,12,13,6,12,13,2,13,3,13,11,13,9,12,10,13,14,10,10,11,13,188,8,20,347975206,6636,,1989-10-25
3082,Jonas Svensson,29,125,137,5,275,7,11,12,7,13,9,5,7,11,8,13,10,12,11,16,11,18,12,13,11,12,16,11,10,12,13,16,18,13,13,13,9,18,12,18,12,15,171,8,20,7113975,29999,,1993-03-06
3083,Younes Belhanda,32,125,145,26,275,13,13,13,12,14,11,5,12,8,6,14,15,8,17,13,13,13,13,11,17,13,13,16,5,13,9,14,13,12,13,13,9,14,11,12,11,13,175,8,20,347975206,34520,,1990-02-25
3084,Javi Lopez,36,125,141,13,431,9,12,11,8,11,8,7,10,11,12,13,8,13,11,13,12,14,11,13,11,11,10,8,13,14,14,15,16,12,12,13,8,13,12,13,11,15,179,12,20,85482,2053,,1986-01-21
3085,Oier Sanjurjo,36,125,141,13,276,6,9,7,9,10,5,12,8,11,12,13,7,13,12,16,14,17,10,16,8,12,17,5,16,9,14,18,18,12,10,13,12,15,11,12,12,16,178,12,20,128568,4599,,1986-05-25
3086,Alexander Kacaniklic,30,125,130,40,277,12,14,14,12,14,11,8,11,8,8,12,11,9,14,6,13,6,13,10,13,13,10,12,9,12,10,9,9,13,13,10,9,14,14,13,9,11,181,20,12,1554461,3656,,1991-08-13
3087,Djibril Sidibe,29,125,145,2,278,10,12,12,8,13,10,11,9,14,11,13,12,14,13,12,13,13,12,11,12,12,12,12,10,10,10,12,14,13,13,15,12,10,14,12,14,11,182,10,20,5049000,15375,,1992-07-29
3088,Harold Moukoudi,25,125,135,30,278,3,6,8,5,12,6,14,7,7,14,11,9,15,12,15,12,15,13,12,8,12,15,9,10,8,13,13,15,12,11,15,15,15,13,14,16,13,191,6,20,4009498,22451,,1996-11-27
3089,Nordin Amrabat,35,125,155,26,278,11,14,15,9,14,11,7,9,4,7,13,14,7,15,14,10,12,10,9,13,9,14,15,9,13,8,8,13,14,12,15,8,16,13,11,15,10,179,11,20,374001,21289,,1987-03-31
3090,Petros Mantalos,30,125,130,44,278,14,14,13,10,14,13,10,11,5,9,15,13,8,15,10,13,11,12,11,16,12,14,13,14,12,9,14,13,12,13,12,7,12,12,13,8,12,176,10,20,3708024,15375,,1991-08-31
3091,Mijat Gacinovic,27,125,130,21,278,10,12,15,8,15,9,9,11,6,8,12,11,8,14,13,12,10,10,12,12,11,13,15,10,14,8,15,15,15,15,9,8,13,13,13,6,12,175,10,20,2969999,23653,,1995-02-08
3092,Jordan Zemura,22,125,147,79,46,7,11,14,9,11,6,8,6,7,11,11,6,13,12,9,11,9,12,11,11,11,14,11,8,12,11,14,17,15,14,12,7,16,15,17,9,14,173,20,8,15171719,28998,,1999-11-14
3093,Kieffer Moore,29,125,132,58,46,7,10,11,13,13,8,15,12,9,10,11,14,8,12,14,13,14,13,12,11,12,16,11,11,14,11,14,14,11,8,14,17,16,12,13,15,13,196,10,20,8634724,28998,,1992-08-08
3094,Mark Travers,23,125,145,78,46,7,3,1,1,9,8,1,1,3,2,10,2,3,10,8,14,12,10,12,11,11,12,6,8,3,14,11,12,11,13,10,13,14,11,15,11,13,191,8,20,8818215,23198,,1999-05-18
3095,Marco Perez,31,125,139,18,432,5,8,12,14,12,11,12,11,8,11,11,13,6,11,10,13,12,12,13,11,13,15,12,1,12,11,13,12,12,12,13,14,14,12,13,14,12,182,11,20,148379,4349,,1990-09-18
3096,Kristoffer Nordfeldt,33,125,130,40,433,2,6,3,2,8,7,6,3,3,3,11,2,3,8,6,13,12,14,13,9,14,12,12,11,4,13,7,7,9,12,12,16,12,8,10,13,14,189,7,20,347975206,5125,,1989-06-23
3097,Alexander Milosevic,30,125,128,40,433,7,13,7,8,12,7,14,12,7,13,13,12,14,11,16,13,13,13,13,12,13,14,7,13,7,13,11,10,12,8,13,16,13,13,12,13,14,191,8,20,1195659,4659,,1992-01-30
3098,Erick Otieno,25,125,132,81,433,7,12,11,7,11,7,9,7,11,11,10,7,12,11,12,11,12,11,11,9,12,14,10,8,13,11,12,13,17,15,11,6,14,16,14,11,12,170,20,8,1254703,2795,,1996-09-27
3099,MBaye Niang,27,125,149,16,345,10,12,11,12,12,12,12,13,11,6,8,14,7,13,13,12,12,12,10,11,9,12,14,9,11,8,13,12,13,15,15,14,14,13,15,14,10,188,10,20,2518793,10425,,1994-12-19
3100,Christofer Gonzales,29,125,128,55,231,14,13,14,9,14,15,8,15,14,7,16,14,9,15,8,8,8,9,11,15,12,9,12,8,10,9,9,8,13,12,8,9,10,13,13,9,10,177,15,20,4662279,17583,,1992-10-12
3101,Akram Tawfik,24,125,150,4,207,2,11,10,7,10,4,12,10,9,11,11,10,13,11,15,11,17,11,11,10,12,14,8,5,7,12,17,18,12,7,11,13,16,14,17,13,14,177,12,20,1522368,1507,,1997-11-08
3102,Hamdi Fathi,27,125,140,4,207,6,6,12,8,12,6,14,12,5,13,14,7,15,10,14,12,15,12,13,12,12,12,8,11,12,13,15,14,12,11,10,13,13,13,16,13,15,180,12,20,4937622,10005,,1994-09-29
3103,Efecan Karaca,32,125,125,38,281,10,13,12,11,13,10,5,13,11,4,13,12,8,13,16,11,15,12,13,12,12,16,14,14,13,7,15,16,15,16,11,6,14,12,15,7,14,165,5,20,347975206,13825,,1989-11-16
3104,Luis Rioja,28,125,130,13,208,14,12,14,12,12,15,6,8,6,8,11,5,9,13,12,12,11,11,11,12,13,5,10,12,13,12,11,13,15,14,7,7,14,17,14,9,16,173,20,5,3116779,14419,,1993-10-16
3105,Joao Novais,29,125,136,12,434,15,15,13,10,14,16,4,13,5,6,15,12,7,15,14,10,10,14,13,15,14,11,12,11,13,11,14,7,11,12,14,9,13,12,12,11,12,179,13,20,6049532,24238,,1993-07-10
3106,Berat Ozdemir,24,125,130,38,144,7,8,12,8,14,9,13,12,2,13,13,12,14,12,13,13,14,13,14,12,11,15,10,8,8,13,15,12,12,12,13,13,14,12,14,13,13,187,12,20,7829317,22222,,1998-05-23
3107,Christian Cueva,30,125,138,55,209,13,12,12,12,13,13,7,8,12,9,14,15,8,13,8,13,11,12,12,15,12,9,16,7,14,7,13,13,15,15,12,5,13,14,12,6,11,168,12,20,6818010,20038,,1991-11-23
3108,Farid Boulaya,29,125,125,25,101,10,12,13,11,14,13,11,13,6,3,13,9,6,15,10,13,11,13,10,14,13,10,12,10,14,5,11,12,13,15,13,10,11,14,12,10,12,179,10,20,12116378,45477,,1993-02-25
3109,Alison,29,125,138,11,374,4,8,8,9,12,7,13,13,7,15,12,7,15,12,16,13,17,10,14,8,13,16,10,13,11,13,14,15,13,11,13,10,12,12,11,16,13,182,11,20,5827848,6976,,1993-03-01
3110,Yasser Al-Shahrani,30,125,130,73,111,8,14,13,10,7,11,5,12,14,9,9,7,14,14,10,12,12,13,7,9,9,12,12,12,13,12,12,12,17,15,12,7,11,17,16,5,12,171,18,20,3519714,23933,,1992-05-25
3111,Ali Mabkhout,31,125,130,82,346,8,9,13,14,9,9,12,14,7,5,9,14,6,12,11,11,8,9,9,9,10,16,13,11,10,12,11,11,14,15,15,10,10,15,12,14,11,177,12,20,8471592,29112,,1990-10-05
3112,Abdoulay Diaby,31,125,135,29,346,10,10,14,11,13,10,8,10,5,5,10,14,7,14,10,12,14,12,10,9,9,13,14,8,13,8,12,12,16,15,11,5,12,16,10,8,10,172,20,8,6790921,29112,,1991-05-21
3113,Dyego Sousa,32,125,142,12,82,4,7,11,14,11,8,16,11,5,5,11,13,8,11,15,12,15,13,13,13,12,14,8,10,12,8,13,13,11,10,15,16,15,12,13,16,12,190,12,20,1307705,6673,,1989-09-14
3114,Arnau Puigmal,21,125,157,13,82,12,12,11,13,14,14,5,12,2,5,15,10,8,15,10,11,10,13,12,14,13,11,13,7,14,8,11,12,13,13,12,8,14,12,13,12,10,175,12,20,11309999,6673,,2001-01-10
3115,Kaiky,18,125,160,11,82,4,6,9,9,13,7,13,7,7,14,13,9,14,13,13,13,11,11,13,14,12,14,9,8,13,13,13,13,12,12,11,14,13,12,13,13,12,186,12,20,76841996,11506,,2004-01-12
3116,Sran Babic,26,125,146,21,82,8,8,7,7,11,8,13,8,10,14,12,8,13,8,12,14,12,14,15,11,13,15,10,12,10,13,13,13,10,12,13,16,13,11,13,14,15,195,20,7,3116778,6673,,1996-04-22
3117,Ryan Mendes da Graca,32,125,137,89,375,7,11,14,12,12,7,10,10,5,4,10,11,4,12,8,8,10,11,10,10,7,13,15,5,14,6,11,13,16,16,11,7,14,17,13,8,12,173,8,20,347975206,27737,,1990-01-08
3118,Alberto Botia,33,125,130,13,173,4,7,6,7,11,5,15,9,9,14,10,6,15,9,15,12,16,12,11,9,12,14,7,13,8,15,14,14,10,11,15,15,11,12,13,15,12,188,7,20,1736505,19839,,1989-01-27
3119,Jean-David Beauguel,30,125,125,2,173,5,7,9,15,13,8,15,12,7,11,9,13,8,11,14,10,13,12,9,9,10,11,12,9,14,6,12,10,14,11,18,17,13,12,13,16,10,196,20,10,5061027,15304,,1992-03-21
3120,Maidana,26,125,136,11,283,5,6,10,8,12,6,15,8,7,13,13,14,14,12,10,13,12,11,12,11,12,13,9,11,10,13,12,14,10,10,9,18,14,11,12,14,12,195,10,20,4307157,6607,,1996-02-06
3121,Marlon,28,125,128,11,283,11,13,13,8,13,9,11,8,13,12,13,5,13,12,11,13,14,13,12,12,11,13,14,3,13,13,14,14,14,14,11,13,12,13,15,10,13,176,20,5,5455942,8080,,1994-02-13
3122,Ibrahim Amadou,29,125,143,2,199,3,10,10,5,12,5,14,4,7,13,13,8,14,12,14,15,16,13,14,12,13,14,8,13,11,14,14,15,12,12,14,15,15,13,15,16,14,184,8,20,2392853,10674,,1993-04-06
3123,Sada Thioub,27,125,130,16,199,5,11,14,12,12,7,9,11,5,2,11,11,2,13,6,11,12,10,10,10,11,12,12,5,14,7,10,11,15,14,13,11,15,15,13,14,12,179,10,20,884377,6498,,1995-06-01
3124,Souleyman Doumbia,25,125,130,33,199,8,12,10,5,10,7,9,10,12,13,12,5,13,12,10,11,13,12,11,10,11,12,11,9,13,11,14,13,15,14,13,9,12,16,14,13,14,175,20,8,1946340,13800,,1996-09-24
3125,Azzedine Ounahi,22,125,148,26,199,9,10,13,7,14,8,11,8,4,12,14,9,11,14,10,12,13,13,11,14,11,9,14,8,12,12,12,13,13,15,11,11,12,13,15,12,12,182,10,20,6151999,10674,,2000-04-19
3126,Majeed Waris,30,125,130,37,284,6,9,14,12,14,8,10,10,6,5,10,12,6,13,10,12,12,12,9,13,10,14,13,7,14,7,9,8,16,15,10,6,13,15,14,11,12,172,10,20,1592778,7499,,1991-09-19
3127,Sam Larsson,29,125,134,40,174,13,14,16,11,15,13,8,13,5,5,14,11,5,15,7,11,12,13,11,13,11,12,15,5,12,7,9,11,14,13,11,9,11,13,13,11,8,179,9,20,4208602,29999,,1993-04-10
3128,Luiz Adriano,35,125,147,11,174,8,10,12,13,15,10,14,10,7,6,12,13,6,14,13,15,10,15,12,12,12,13,11,11,15,9,11,9,11,12,13,13,11,12,11,12,12,184,10,20,404706,44999,,1987-04-12
3129,Omer Toprak,33,125,143,38,174,4,7,10,7,11,5,12,5,9,14,11,7,13,11,8,14,14,14,13,11,12,11,8,14,7,14,14,11,12,11,14,13,11,13,12,14,12,186,12,20,347975206,29999,,1989-07-21
3130,Issam Chebake,32,125,130,26,285,8,9,13,6,12,7,9,7,12,13,11,5,14,14,13,13,16,12,14,11,12,15,8,12,10,13,12,16,14,13,12,10,15,13,14,12,17,175,10,20,508859,3793,,1989-10-12
3131,Vukasin Jovanovic,26,125,126,21,286,4,4,10,6,11,8,14,8,9,14,11,9,13,10,13,12,15,13,11,10,11,12,8,11,10,14,13,15,12,11,14,14,12,13,14,15,12,188,10,20,1171800,3793,,1996-05-17
3132,Nicolas Nkoulou,32,125,145,30,287,5,6,9,8,13,5,14,7,6,14,13,7,14,12,12,14,16,13,12,11,12,16,9,13,7,14,15,14,11,11,15,13,12,12,12,14,11,184,8,20,347975206,11506,,1990-03-27
3133,Jakub Brabec,29,125,130,43,287,5,8,11,8,13,9,14,7,6,14,13,12,13,10,10,12,11,10,13,9,13,12,9,12,11,14,14,11,12,10,14,14,15,13,12,15,14,186,8,20,3675373,7829,,1992-08-06
3134,Daniel Mancini,25,125,125,8,287,13,12,12,8,11,12,10,8,8,12,12,12,9,13,16,12,13,8,10,12,10,15,11,7,13,10,12,17,15,15,11,8,15,14,14,9,13,172,10,20,4083749,6711,,1996-11-11
3135,Brandon Thomas,27,125,135,13,288,7,10,12,14,11,6,8,13,5,6,11,13,6,13,8,13,15,13,10,11,10,13,12,9,15,11,15,15,13,13,12,8,12,14,15,12,13,173,12,20,2429083,11827,,1995-02-04
3136,Sverrir Ingi Ingason,28,125,130,100,288,8,8,10,10,10,8,13,11,13,14,11,8,15,8,13,16,14,12,14,7,12,16,10,16,9,12,14,16,11,11,14,14,14,12,13,12,14,188,6,20,4410448,28384,,1993-08-05
3137,Vieirinha,36,125,150,12,288,13,15,15,10,14,15,10,15,14,8,14,16,8,15,13,12,15,12,12,13,13,15,15,19,12,8,13,14,10,11,13,8,12,10,9,11,13,172,12,20,314720,6150,,1986-01-24
3138,Omar El Kaddouri,31,125,135,26,288,12,13,15,10,14,12,11,12,8,8,15,11,9,15,10,11,9,10,11,15,12,11,14,10,14,12,12,12,11,12,15,12,9,12,11,13,10,185,12,20,2310611,14194,,1990-08-21
3139,Sergi Palencia,26,125,140,13,435,7,11,10,8,11,6,6,7,14,12,11,7,14,10,14,14,15,13,15,13,15,15,8,10,13,15,15,14,14,13,13,4,16,13,14,10,11,168,7,20,2810029,9690,,1996-03-23
3140,Kevin Mac Allister,24,125,132,8,250,8,11,12,8,11,7,14,10,13,14,12,10,15,12,16,15,10,11,11,11,11,11,12,10,13,14,12,12,13,13,8,10,12,13,11,9,12,175,12,20,3763336,2268,,1997-11-07
3141,Andres Roa,29,125,132,18,250,14,12,12,12,14,15,13,14,8,3,14,12,2,16,5,12,12,13,11,15,13,12,13,10,13,6,13,8,13,14,11,9,14,12,13,12,8,175,10,20,1337965,10916,,1993-05-25
3142,Kevin Velasco,25,125,130,18,289,12,13,14,9,10,11,8,12,13,10,8,6,11,14,11,11,11,10,11,11,11,11,12,10,13,11,12,12,14,12,11,8,13,14,14,12,14,172,20,12,1188129,8485,,1997-04-30
3143,Jeison Medina,27,125,135,18,436,11,12,12,13,11,10,14,11,5,7,12,13,8,13,12,12,13,12,13,11,12,13,11,11,13,11,13,14,13,12,12,12,14,13,13,13,12,180,13,20,323194,6091,,1995-02-27
3144,Wesley Moraes,25,125,140,11,33,9,8,9,12,11,10,14,10,10,8,12,13,7,11,17,14,13,12,12,12,12,12,13,8,14,8,14,14,12,12,15,16,15,12,15,15,12,191,11,20,4914455,57996,69,1996-11-26
3145,Nadir Zortea,23,125,142,19,44,9,14,13,9,12,7,10,11,13,11,12,8,12,12,13,13,10,10,11,13,11,13,8,10,12,12,13,12,13,13,12,10,14,14,14,13,12,175,7,20,2305744,20109,,1999-06-19
